AuthoritativeLabel,Predicate,Subject ARK,Sample Object,Object Counts
Sindicato de Dibujantes Profesionales,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4745453s,http://library.ucsd.edu/dc/object/bb1912096v,4
"Spain, Dirección General de Bellas Artes",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0854635t,http://library.ucsd.edu/dc/object/bb0649287g,8
"Spain, Ministerio de Instrucción Pública y Bellas Artes",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb21515758,http://library.ucsd.edu/dc/object/bb0649287g,10
"Spain, President (1936-1939 : Azaña)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb1468974j,http://library.ucsd.edu/dc/object/bb70657250,2
"Spain, Junta de Defensa de Madrid., Ministerio de Propaganda",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb27659158,http://library.ucsd.edu/dc/object/bb09564552,4
"Spain, Junta Delegada de Defensa de Madrid., Oficina de Recogida",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb50184968,http://library.ucsd.edu/dc/object/bb37908863,1
Vancouver Symphony Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb19137350,http://library.ucsd.edu/dc/object/bb4507613c,1
Cabrillo Festival Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6691937n,http://library.ucsd.edu/dc/object/bb79888770,1
Orquesta SinfÃ³nica de MÃ©xico,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb34495851,http://library.ucsd.edu/dc/object/bb60434666,1
Kolisch Quartett,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0274624h,http://library.ucsd.edu/dc/object/bb57362935,2
Los Angeles Philharmonic Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8977774h,http://library.ucsd.edu/dc/object/bb57362935,1
Flonzaley Quartet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6383897h,http://library.ucsd.edu/dc/object/bb5394990t,1
Zimbler Sinfonietta,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0888963c,http://library.ucsd.edu/dc/object/bb43710910,1
Nederlands Kamerorkest,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2185903f,http://library.ucsd.edu/dc/object/bb43710910,1
Radio-Symphonie-Orchester Berlin,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb31415447,http://library.ucsd.edu/dc/object/bb3722621w,1
"Washington University (Saint Louis, Mo.), Chamber Orchestra,",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7646705r,http://library.ucsd.edu/dc/object/bb2050250m,1
Koldofsky Trio,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3755884m,http://library.ucsd.edu/dc/object/bb1367652f,2
"Arizona State University, Collegium Musicum,",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2424815v,http://library.ucsd.edu/dc/object/bb21526424,1
Boston Symphony Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb29708966,http://library.ucsd.edu/dc/object/bb6691933k,1
University of Illinois Percussion Ensemble,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3926537c,http://library.ucsd.edu/dc/object/bb63506317,1
University of Illinois Wind Ensemble,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8772994m,http://library.ucsd.edu/dc/object/bb5360861n,2
WQXR String Quartet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4916306f,http://library.ucsd.edu/dc/object/bb5360861n,1
Edwin Franko Goldman Band,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6827587s,http://library.ucsd.edu/dc/object/bb26645942,1
Philadelphia Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb80903970,http://library.ucsd.edu/dc/object/bb26645942,1
LaSalle Quartet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0001587x,http://library.ucsd.edu/dc/object/bb9968412k,1
Danzi-Kwintet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7441926c,http://library.ucsd.edu/dc/object/bb9627113s,1
Oakland Symphony Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb41654472,http://library.ucsd.edu/dc/object/bb7613443x,1
USC Chamber Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb24256889,http://library.ucsd.edu/dc/object/bb7579317h,1
Buffalo Philharmonic Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7714963w,http://library.ucsd.edu/dc/object/bb6623673b,1
Wiener Symphoniker,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2493075d,http://library.ucsd.edu/dc/object/bb3142414r,1
San Francisco Woodwind Ensemble,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3448714m,http://library.ucsd.edu/dc/object/bb9217553r,1
New York Philharmonic,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb1810476h,http://library.ucsd.edu/dc/object/bb7886485g,2
Budapest String Quartet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6315634b,http://library.ucsd.edu/dc/object/bb5872814q,3
Orchestra di Roma della Radio italiana,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb84658233,http://library.ucsd.edu/dc/object/bb37908863,1
Internationales Kammerensemble Darmstadt,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb97627646,http://library.ucsd.edu/dc/object/bb37908863,1
University of Illinois Symphony Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb55647753,http://library.ucsd.edu/dc/object/bb91834241,1
"Walden String Quartet (Urbana, Ill.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0377015f,http://library.ucsd.edu/dc/object/bb44734862,2
New Music String Quartet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4540876b,http://library.ucsd.edu/dc/object/bb44734862,2
Norwalk Symphony Society,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0650057s,http://library.ucsd.edu/dc/object/bb4132186r,2
Norwalk Symphony Orchestra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4199573p,http://library.ucsd.edu/dc/object/bb3825016w,2
University of Illinois Faculty Woodwind Quintet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb09572275,http://library.ucsd.edu/dc/object/bb9115166t,1
Santa Cruz Symphony,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb67251979,http://library.ucsd.edu/dc/object/bb8432566v,1
"Wiener Staatsoper, Orchester,",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4813924g,http://library.ucsd.edu/dc/object/bb60434666,1
Quatuor Capet,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb83293135,http://library.ucsd.edu/dc/object/bb5121958f,1
California Cooperative Oceanic Fisheries Investigations,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2322497s,http://library.ucsd.edu/dc/object/bb87730652,25
California Current Ecosystem,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb91485241,http://library.ucsd.edu/dc/object/bb87730652,5
Mansudae Chʻangjaksa (Korea),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3824032c,http://library.ucsd.edu/dc/object/bb4540465j,66
"Beijing liao qi chang, Ge wei hui., Zheng gong zu (北京料器厂, 革委会., 政工组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb25270904,http://library.ucsd.edu/dc/object/bb8260634f,1
Shanghai Shi yan bing pi fu bing fang zhi suo (上海市眼病皮肤病防治所),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6417912v,http://library.ucsd.edu/dc/object/bb2526794x,1
"Shanghai xi ju xue yuan, Ge wei hui (上海戏剧学院, 革委会)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6656820n,http://library.ucsd.edu/dc/object/bb4369815q,1
"China, Zhongguo ren min jie fang jun., Bu dui, 37001 (China, 中国人民解放军., 部队, 37001)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb72370325,http://library.ucsd.edu/dc/object/bb6622397m,1
Zhong yang gong yi mei shu xue yuan (China) (中央工艺美术学院 (China)),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5735314v,http://library.ucsd.edu/dc/object/bb80217254,1
Zhongguo ren min ge ming jun shi bo wu guan (中国人民革命军事博物馆),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5940091t,http://library.ucsd.edu/dc/object/bb11615959,1
Nanhui Xian ye yu mei shu chuang zuo zu (南汇县业余美术创作组),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5052710p,http://library.ucsd.edu/dc/object/bb6690655t,1
"Beijing niang jiu zong chang, Ye yu mei shu zu (北京酿酒总厂, 业余美术组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb29707826,http://library.ucsd.edu/dc/object/bb7953464z,1
"Zhongguo ren min ge ming jun shi bo wu guan, Mei shu zu (中国人民革命军事博物馆, 美术组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5905960f,http://library.ucsd.edu/dc/object/bb8909104m,1
"Xuhui Qu fang wu xiu jian gong si, Di 3 gong cheng dui., Ge wei hui., Zheng xuan zu (徐汇区房屋修建公司, 第三工程队., 革委会., 政宣组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb68616019,http://library.ucsd.edu/dc/object/bb73049943,1
Shanghai ge ming jiao yu chu ban she (上海革命教育出版社),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4540762b,http://library.ucsd.edu/dc/object/bb4096774h,1
Beijing Shi 76 zhong xue (北京市76中学),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0411032f,http://library.ucsd.edu/dc/object/bb3072875r,2
"Yulin Diqu ge ming wei yuan hui, Wen jiao ju (榆林地区革命委员会, 文教局)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8431583v,http://library.ucsd.edu/dc/object/bb1844196x,1
"Shanghai ren min chu ban she, Nian hua chuang zuo zu (上海人民出版社, 年画創作组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3073171z,http://library.ucsd.edu/dc/object/bb6963694c,1
"China, Zhongguo ren min jie fang jun., Chengdu bu dui (China, 中国人民解放军., 成都部队)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb28342618,http://library.ucsd.edu/dc/object/bb7919335j,1
"Shanghai bo li qi min 3 chang, Ge wei hui., Zheng xuan zu (上海玻璃器皿三厂, 革委会., 政宣组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb81585400,http://library.ucsd.edu/dc/object/bb73049943,1
Shou du da zhuan yuan xiao hong dai hui (首都大专院校红代会),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4335981p,http://library.ucsd.edu/dc/object/bb5769145q,1
"Hechi Diqu (China), Wen hua ju (河池地区 (China), 文化局)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7100511j,http://library.ucsd.edu/dc/object/bb08202954,1
Ren min mei shu chu ban she (人民美术出版社),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9318961r,http://library.ucsd.edu/dc/object/bb4472207d,1
"Tianjin Shi gong ye zhan lan guan, Ge ming wei yuan hui (天津市工业展览馆, 革命委员会)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0342774r,http://library.ucsd.edu/dc/object/bb92162750,1
Jie fang jun hua bao she (解放军画报社),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6144871n,http://library.ucsd.edu/dc/object/bb4711115r,1
Shanghai ren min chu ban she (上海人民出版社),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9421351d,http://library.ucsd.edu/dc/object/bb24585379,1
Ba yi dian ying zhi pian chang (八一电影制片厂),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0069732d,http://library.ucsd.edu/dc/object/bb82947665,1
"Beijing dian ying xue yuan, Dong fang hong gong she., Hong hua bing (北京电影学院, 东方红公社., 红画兵)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb30390411,http://library.ucsd.edu/dc/object/bb5769145q,1
Tianjin Yangliuqing hua she (天津杨柳青画社),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0820591d,http://library.ucsd.edu/dc/object/bb1229854b,2
Shanghai Shi chu ban ge ming zu (上海市出版革命组),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2527091n,http://library.ucsd.edu/dc/object/bb2799835k,1
"Shanghai ren min mei shu chu ban she, Xuan chuan hua zu (上海人民美術出版社, 宣傳画组)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb95920033,http://library.ucsd.edu/dc/object/bb9933005n,1
"Cruz Roja Española, Asamblea Suprema",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2185699j,http://library.ucsd.edu/dc/object/bb3482325v,10
Asociación de Amigos de la Unión Soviética,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0888760x,http://library.ucsd.edu/dc/object/bb8738348j,60
Foyer du Français Antifasciste,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5052618c,http://library.ucsd.edu/dc/object/bb8260526j,14
Federación Anarquista Ibérica,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb89093093,http://library.ucsd.edu/dc/object/bb6485770n,14
"Misión de San Miguel (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9045831q,http://library.ucsd.edu/dc/object/bb4097254q,1
"Rancho San José (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb09570215,http://library.ucsd.edu/dc/object/bb5189416t,1
Instituto-Escuela de 2a Enseñanza,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3448600m,http://library.ucsd.edu/dc/object/bb6861295x,4
Instituto Nacional de 2a Enseñanza,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4028811p,http://library.ucsd.edu/dc/object/bb1366367r,25
"Ministerio de Instrucción Pública, Colonia no 10",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4711410h,http://library.ucsd.edu/dc/object/bb0547251r,22
Unión General de Trabajadores de España,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7271071m,http://library.ucsd.edu/dc/object/bb87383492,14
Confederación Nacional del Trabajo (Spain),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8260839x,http://library.ucsd.edu/dc/object/bb6485770n,16
Vsesoíùzny? leninski? kommunisticheski? soíùz molodezhi,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5325663b,http://library.ucsd.edu/dc/object/bb6144465f,2
Partido Obrero de Unificación Marxista,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2731779j,http://library.ucsd.edu/dc/object/bb1605179q,1
"Misión de El Rosario de Abajo (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5701090h,http://library.ucsd.edu/dc/object/bb0820784c,3
"Díaz Ordaz, Gustavo, 1911-1979",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb81584501,http://library.ucsd.edu/dc/object/bb89773846,3
"Díaz Ordaz, Gustavo, 1911-1980",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6827385v,http://library.ucsd.edu/dc/object/bb0786183k,1
"Rancho San  José (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8397616w,http://library.ucsd.edu/dc/object/bb7168958g,4
Confederación Nacional del Trabajo (Spain),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5837614c,http://library.ucsd.edu/dc/object/bb0103205v,4
Unión General de Trabajadores de España,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2219835t,http://library.ucsd.edu/dc/object/bb0000817g,1
Partido Comunista de España,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3107214d,http://library.ucsd.edu/dc/object/bb1741733k,1
Partido Acción Nacional (Mexico),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb94553956,http://library.ucsd.edu/dc/object/bb00353429,2
Ejército Zapatista de Liberación Nacional (Mexico),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8226716x,http://library.ucsd.edu/dc/object/bb8328933d,1
Unión General de Trabajadores de España,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2390488n,http://library.ucsd.edu/dc/object/bb1912669n,1
Federació de Cooperatives de Producció Treball de Catalunya,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb49502370,http://library.ucsd.edu/dc/object/bb1912669n,1
Confederación Nacional del Trabajo (Spain),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7544118x,http://library.ucsd.edu/dc/object/bb1912669n,1
Federación Ibérica de Juventudes Libertarias,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb36874273,http://library.ucsd.edu/dc/object/bb1912669n,1
"Misión de San Vicente (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb43020390,http://library.ucsd.edu/dc/object/bb5598979v,4
"Misión de San Fernando Rey de España de Velicatá (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7680914n,http://library.ucsd.edu/dc/object/bb8977851f,6
"Misión de El Rosario de Arriba (Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5018776n,http://library.ucsd.edu/dc/object/bb6315714t,3
Escuela Nacional de Niñas,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6042480n,http://library.ucsd.edu/dc/object/bb00011696,36
Socorro Rojo Guardería Infantil,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9592002k,http://library.ucsd.edu/dc/object/bb0069426n,82
Instituto Blasco Ybañez,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2800131k,http://library.ucsd.edu/dc/object/bb2185488n,7
Centro Español Cerbère,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6315520b,http://library.ucsd.edu/dc/object/bb7543898h,53
Hogar de huérfanos,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2117530q,http://library.ucsd.edu/dc/object/bb28339584,7
Guardería Infantil de Guerra,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6622692c,http://library.ucsd.edu/dc/object/bb10933286,6
Comunidades Familiares de Educación,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9489612x,http://library.ucsd.edu/dc/object/bb20148373,2
Colonia Infantil del Ministerio de Instrucción Pública y Sanidad,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb39946783,http://library.ucsd.edu/dc/object/bb91821379,4
Escuela Nacional Graduada de Niños de la Florida,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6213131c,http://library.ucsd.edu/dc/object/bb2083097n,6
"Cárcel de Carabanchel (Madrid, Spain)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb00698091,http://library.ucsd.edu/dc/object/bb35506221,7
Confederación Sindical de Comisiones Obreras,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7817318z,http://library.ucsd.edu/dc/object/bb86019417,2
Universität Wien,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5121257s,http://library.ucsd.edu/dc/object/bb6418196m,1
"Pugwash Conference (2nd : 1958 : Lac Beauport, Québec)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0138277g,http://library.ucsd.edu/dc/object/bb17423975,21
"Pugwash Conference (3rd : 1958 : Kitzbühel, Austria)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb16399971,http://library.ucsd.edu/dc/object/bb14352275,3
Amparo Mining Company,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb34493765,http://library.ucsd.edu/dc/object/bb9217349g,2
Sobibór (Concentration camp),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb14698243,http://library.ucsd.edu/dc/object/bb4063704r,1
Cuyamaca Water Company--San Diego Flume Company,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2356534k,http://library.ucsd.edu/dc/object/bb36534724,38
"U.S. Navy Electronics Laboratory (San Diego, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9660306c,http://library.ucsd.edu/dc/object/bb7202584n,1
Guardería Infantil de Guerra 'El Bosque',dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7271161k,http://library.ucsd.edu/dc/object/bb2390268s,2
Colonia Escolar Colectiva 'La Torre',dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3687509m,http://library.ucsd.edu/dc/object/bb2322005m,6
Colonia Escolar 'Madrid Invencible',dams:corporateName,http://library.ucsd.edu/ark:/20775/bb1742101t,http://library.ucsd.edu/dc/object/bb1571146c,4
Colonia Escolar 'Cossio',dams:corporateName,http://library.ucsd.edu/ark:/20775/bb59059583,http://library.ucsd.edu/dc/object/bb6827170w,1
"Casa de la Guerra (Santa Barbara, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb56678356,http://library.ucsd.edu/dc/object/bb18795492,3
"Golden Gate International Exposition (1939-1940 : San Francisco, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3108087v,http://library.ucsd.edu/dc/object/bb65894819,92
"Hollywood Bowl (Los Angeles, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5326538f,http://library.ucsd.edu/dc/object/bb5292485h,1
Carrizo Gorge Railway,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8261716c,http://library.ucsd.edu/dc/object/bb3415340t,1
Henderson (Transport),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0514206j,http://library.ucsd.edu/dc/object/bb69649216,1
"Hipódromo Agua Caliente (Tijuana, Baja California, Mexico)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb79204145,http://library.ucsd.edu/dc/object/bb23914175,10
"Long Beach Polytechnic High School (Long Beach, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9831693g,http://library.ucsd.edu/dc/object/bb61115441,1
Mission La Purísima Concepción (Calif.),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb46780683,http://library.ucsd.edu/dc/object/bb0309448d,1
Independent Order of Odd Fellows,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0172906r,http://library.ucsd.edu/dc/object/bb75450317,1
"La Jolla Country Club (La Jolla, San Diego, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb50193679,http://library.ucsd.edu/dc/object/bb3995577j,1
"Hotel del Coronado (Coronado, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2766788q,http://library.ucsd.edu/dc/object/bb6213930f,29
"Italian Swiss Colony (Asti, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7579115k,http://library.ucsd.edu/dc/object/bb3176410g,4
Lomaland School,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2425486c,http://library.ucsd.edu/dc/object/bb6282283h,2
"Luther Burbank Home & Gardens (Santa Rosa, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7237816v,http://library.ucsd.edu/dc/object/bb02412517,2
Mission San Antonio de Pala,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2084186h,http://library.ucsd.edu/dc/object/bb45757014,2
"Panama-California Exposition (1915 : San Diego, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb36541658,http://library.ucsd.edu/dc/object/bb2050087s,26
"Mission San Carlos Borromeo (Carmel, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb94903965,http://library.ucsd.edu/dc/object/bb2800938s,6
"Mission San Gabriel Arcangel (San Gabriel, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb69306474,http://library.ucsd.edu/dc/object/bb31763892,9
"Mission San Jose (Alameda County, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4336767b,http://library.ucsd.edu/dc/object/bb7988764h,2
"Mission San Luis Obispo de Tolosa (San Luis Obispo, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb1742885w,http://library.ucsd.edu/dc/object/bb66576933,1
"Mission San Miguel Arcangel (San Miguel, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9149098n,http://library.ucsd.edu/dc/object/bb2937524t,1
New York (Cruiser),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb39954642,http://library.ucsd.edu/dc/object/bb44734333,1
"Palace of Fine Arts (San Francisco, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb88419262,http://library.ucsd.edu/dc/object/bb4609847z,1
Palomar Observatory,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6248045p,http://library.ucsd.edu/dc/object/bb9012661w,2
Pasadena Community Playhouse,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb8500628s,http://library.ucsd.edu/dc/object/bb0650810t,1
Queen Mary (Steamship),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb33128672,http://library.ucsd.edu/dc/object/bb8500772j,1
San Diego Mission,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5565445q,http://library.ucsd.edu/dc/object/bb46439729,13
San Diego Public Library,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb04118185,http://library.ucsd.edu/dc/object/bb1060315s,2
San Diego State University,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7818026g,http://library.ucsd.edu/dc/object/bb64187190/25,4
Mission San Rafael Arcangel,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb6589346h,http://library.ucsd.edu/dc/object/bb9217443t,1
"Padua Hills Theatre (Claremont, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb14015863,http://library.ucsd.edu/dc/object/bb52924950,10
"Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb1094416j,http://library.ucsd.edu/dc/object/bb60091769,10
"Plaza Church (Los Angeles, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5906745k,http://library.ucsd.edu/dc/object/bb6725946z,1
San Antonio de Pádua (Mission),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb0753117w,http://library.ucsd.edu/dc/object/bb2869265j,1
San Diego Convention Center,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb81593275,http://library.ucsd.edu/dc/object/bb65553126,2
San Luis Rey Mission (Calif.),dams:corporateName,http://library.ucsd.edu/ark:/20775/bb49169771,http://library.ucsd.edu/dc/object/bb0411839n,9
Santa Barbara Mission,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9729305d,http://library.ucsd.edu/dc/object/bb7818070s,14
San Diego Natural History Museum,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb3005697f,http://library.ucsd.edu/dc/object/bb29716778,1
San Diego Zoo,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb5224149g,http://library.ucsd.edu/dc/object/bb32787671,5
"San Fernando, Rey de España (Mission : San Fernando, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2664399r,http://library.ucsd.edu/dc/object/bb04801633,1
"San Francisco de Asís Mission (San Francisco, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb00705189,http://library.ucsd.edu/dc/object/bb5838531r,2
San Francisco Public Library,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb74767276,http://library.ucsd.edu/dc/object/bb70672064,2
"Santa Barbara County Courthouse (Santa Barbara, Calif.)",dams:corporateName,http://library.ucsd.edu/ark:/20775/bb2323097d,http://library.ucsd.edu/dc/object/bb8295988g,5
Santa Cruz Mission,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb7135429x,http://library.ucsd.edu/dc/object/bb1708843w,1
Santa Monica Pier,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb4575678p,http://library.ucsd.edu/dc/object/bb4644016v,1
Sea World,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb1981797r,http://library.ucsd.edu/dc/object/bb7920532j,1
Stanford University,dams:corporateName,http://library.ucsd.edu/ark:/20775/bb9388007k,http://library.ucsd.edu/dc/object/bb4439289p,2
